customer_id,name,phone,email,region,plan_tier,contract_type,payment_method,tenure_months,monthly_charges,total_charges,call_minutes_m1,call_minutes_m2,call_minutes_m3,data_gb_m1,data_gb_m2,data_gb_m3,recharge_count_m1,recharge_count_m2,recharge_count_m3,support_calls_m1,support_calls_m2,support_calls_m3,churn
CUST-10281,Customer 282,+91-98765-10281,user282@example.com,Central,Prepaid Unlimited,Month-to-Month,Electronic Check,69,1063.19,70883.59,366.0,512.9,718.6,24.0,33.7,47.2,2,2,4,7,3,2,1
CUST-10282,Customer 283,+91-98765-10282,user283@example.com,North,Postpaid Standard,Two Year,Auto-Debit,58,1468.72,81480.16,423.9,420.5,417.2,81.8,81.1,80.5,5,5,5,2,1,1,0
CUST-10283,Customer 284,+91-98765-10283,user284@example.com,West,Postpaid Standard,Month-to-Month,UPI/Credit Card,42,1289.72,54765.82,386.2,535.2,741.7,3.3,4.5,6.3,1,1,2,7,2,1,1
CUST-10284,Customer 285,+91-98765-10284,user285@example.com,North,Prepaid Unlimited,Month-to-Month,Auto-Debit,38,371.01,14748.08,132.2,178.8,241.9,31.2,42.1,57.0,2,2,4,4,1,0,1
CUST-10285,Customer 286,+91-98765-10285,user286@example.com,Central,Postpaid Standard,Month-to-Month,Mailed Check,68,750.48,51368.19,216.8,266.3,327.0,50.1,61.6,75.6,3,4,5,2,0,0,1
CUST-10286,Customer 287,+91-98765-10286,user287@example.com,West,Postpaid Standard,One Year,Electronic Check,53,1409.7,81154.84,233.8,237.4,241.0,24.8,25.2,25.6,1,1,1,4,3,2,0
CUST-10287,Customer 288,+91-98765-10287,user288@example.com,Central,Prepaid Unlimited,One Year,Auto-Debit,33,902.65,32476.92,1052.3,1003.8,957.6,11.9,11.3,10.8,4,4,4,1,1,0,0
CUST-10288,Customer 289,+91-98765-10288,user289@example.com,East,Prepaid Unlimited,Month-to-Month,Auto-Debit,71,1093.53,75489.45,248.5,339.9,464.9,10.6,14.5,19.8,2,3,5,7,2,2,1
CUST-10289,Customer 290,+91-98765-10289,user290@example.com,West,Prepaid Unlimited,Month-to-Month,Electronic Check,56,1394.12,82406.46,223.2,300.1,403.5,26.0,35.0,47.0,1,1,1,5,2,2,1
CUST-10290,Customer 291,+91-98765-10290,user291@example.com,East,Postpaid Standard,One Year,UPI/Credit Card,51,1347.55,72007.38,117.9,115.3,112.8,55.5,54.3,53.1,5,5,5,3,3,2,0
CUST-10291,Customer 292,+91-98765-10291,user292@example.com,North,Postpaid Standard,Month-to-Month,Auto-Debit,43,901.18,41796.27,164.7,198.0,238.1,28.5,34.3,41.2,1,1,2,5,0,0,1
CUST-10292,Customer 293,+91-98765-10292,user293@example.com,North,Postpaid Standard,One Year,Electronic Check,15,824.18,12233.99,447.8,463.1,479.0,43.7,45.2,46.8,2,2,3,0,0,0,0
CUST-10293,Customer 294,+91-98765-10293,user294@example.com,West,Prepaid Unlimited,Two Year,UPI/Credit Card,38,706.63,27015.59,152.7,157.1,161.7,46.9,48.3,49.7,4,4,5,3,2,2,0
CUST-10294,Customer 295,+91-98765-10294,user295@example.com,West,Postpaid Standard,Month-to-Month,Mailed Check,15,1161.82,17133.73,198.3,333.1,559.7,27.7,46.5,78.1,1,2,4,7,3,2,1
CUST-10295,Customer 296,+91-98765-10295,user296@example.com,Central,Prepaid Basic,Month-to-Month,Electronic Check,5,643.38,3442.33,319.4,403.4,509.5,9.4,11.9,15.0,3,3,5,4,1,1,1
CUST-10296,Customer 297,+91-98765-10296,user297@example.com,Central,Prepaid Unlimited,One Year,Auto-Debit,54,598.87,30590.75,742.7,766.2,790.5,73.4,75.7,78.1,4,4,5,4,3,2,0
CUST-10297,Customer 298,+91-98765-10297,user298@example.com,East,Prepaid Basic,One Year,Mailed Check,51,726.5,35122.67,759.2,725.7,693.8,77.0,73.6,70.4,5,5,5,3,3,2,0
CUST-10298,Customer 299,+91-98765-10298,user299@example.com,West,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,10,511.66,4986.23,196.8,314.1,501.4,29.6,47.3,75.5,1,3,5,5,1,1,1
CUST-10299,Customer 300,+91-98765-10299,user300@example.com,North,Prepaid Unlimited,Two Year,UPI/Credit Card,12,1133.14,12864.34,282.6,292.2,302.2,69.9,72.3,74.8,3,3,4,3,3,2,0
CUST-10300,Customer 301,+91-98765-10300,user301@example.com,Central,Prepaid Unlimited,Month-to-Month,Electronic Check,4,1038.49,4204.64,255.6,439.1,754.2,16.8,28.9,49.7,1,2,4,7,2,2,1
CUST-10301,Customer 302,+91-98765-10301,user302@example.com,Central,Prepaid Unlimited,Month-to-Month,Electronic Check,18,878.45,14656.2,295.9,467.0,737.1,10.1,15.9,25.1,2,3,5,5,2,2,1
CUST-10302,Customer 303,+91-98765-10302,user303@example.com,North,Prepaid Unlimited,One Year,Electronic Check,36,767.39,26632.53,257.9,247.7,238.0,60.7,58.3,56.0,3,3,3,2,1,1,0
CUST-10303,Customer 304,+91-98765-10303,user304@example.com,Central,Prepaid Unlimited,Two Year,UPI/Credit Card,25,1389.88,37620.19,878.1,900.4,923.3,91.3,93.6,96.0,4,4,5,0,0,0,0
CUST-10304,Customer 305,+91-98765-10304,user305@example.com,East,Prepaid Basic,Month-to-Month,Mailed Check,36,333.95,11803.94,159.7,158.8,158.0,61.5,61.2,60.9,4,4,4,3,2,2,0
CUST-10305,Customer 306,+91-98765-10305,user306@example.com,West,Prepaid Unlimited,One Year,UPI/Credit Card,67,1221.93,85933.85,139.8,144.6,149.5,5.6,5.8,6.0,1,1,2,2,2,1,0
CUST-10306,Customer 307,+91-98765-10306,user307@example.com,North,Prepaid Basic,Month-to-Month,Auto-Debit,9,1381.29,11470.55,122.3,181.2,268.6,4.9,7.2,10.7,2,3,5,8,3,2,1
CUST-10307,Customer 308,+91-98765-10307,user308@example.com,West,Prepaid Basic,Month-to-Month,UPI/Credit Card,61,834.63,48342.01,275.6,503.1,918.5,29.8,54.4,99.3,1,2,5,5,1,1,1
CUST-10308,Customer 309,+91-98765-10308,user309@example.com,Central,Prepaid Unlimited,Month-to-Month,Auto-Debit,53,959.83,53997.99,207.3,343.2,568.0,4.3,7.1,11.8,1,3,5,5,3,2,1
CUST-10309,Customer 310,+91-98765-10309,user310@example.com,Central,Prepaid Unlimited,Two Year,Mailed Check,18,1432.36,27138.6,834.2,821.6,809.1,9.7,9.5,9.4,5,5,5,3,2,1,0
CUST-10310,Customer 311,+91-98765-10310,user311@example.com,North,Prepaid Unlimited,Month-to-Month,Electronic Check,43,553.73,23268.26,309.9,307.5,305.1,39.1,38.8,38.5,1,1,1,1,1,0,0
CUST-10311,Customer 312,+91-98765-10311,user312@example.com,East,Prepaid Unlimited,Month-to-Month,Electronic Check,35,923.16,35246.97,186.8,318.0,541.2,33.5,57.0,97.1,1,2,5,4,1,0,1
CUST-10312,Customer 313,+91-98765-10312,user313@example.com,South,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,63,868.67,59220.8,242.0,319.8,422.5,20.2,26.7,35.3,2,3,4,3,0,0,0
CUST-10313,Customer 314,+91-98765-10313,user314@example.com,North,Postpaid Standard,Two Year,Electronic Check,4,609.07,2661.54,874.0,859.4,845.0,45.4,44.6,43.9,4,4,4,3,2,2,0
CUST-10314,Customer 315,+91-98765-10314,user315@example.com,South,Prepaid Unlimited,One Year,Mailed Check,41,1281.31,51776.33,127.7,124.0,120.3,69.2,67.2,65.2,1,1,1,1,1,1,0
CUST-10315,Customer 316,+91-98765-10315,user316@example.com,South,Prepaid Unlimited,One Year,Electronic Check,45,1378.52,58280.05,345.6,332.3,319.5,7.9,7.6,7.3,5,5,5,3,3,2,0
CUST-10316,Customer 317,+91-98765-10316,user317@example.com,East,Prepaid Basic,Month-to-Month,UPI/Credit Card,50,1237.32,63433.17,151.5,189.6,237.3,57.6,72.1,90.3,1,2,3,7,3,2,1
CUST-10317,Customer 318,+91-98765-10317,user318@example.com,South,Prepaid Unlimited,One Year,Mailed Check,28,533.43,15488.0,956.1,913.8,873.3,59.4,56.8,54.3,5,5,5,1,1,1,0
CUST-10318,Customer 319,+91-98765-10318,user319@example.com,South,Prepaid Unlimited,Month-to-Month,Auto-Debit,42,403.1,15661.93,261.6,369.1,520.8,24.8,34.9,49.3,2,2,4,5,2,2,1
CUST-10319,Customer 320,+91-98765-10319,user320@example.com,East,Prepaid Unlimited,One Year,UPI/Credit Card,69,1025.53,74815.97,448.1,455.9,463.8,83.9,85.3,86.8,1,1,2,3,2,1,0
CUST-10320,Customer 321,+91-98765-10320,user321@example.com,South,Prepaid Unlimited,Two Year,Auto-Debit,1,367.51,332.09,456.9,480.1,504.5,86.5,90.9,95.5,1,1,2,2,1,1,0
CUST-10321,Customer 322,+91-98765-10321,user322@example.com,South,Prepaid Unlimited,Month-to-Month,Mailed Check,39,1106.39,43000.16,308.4,548.3,974.7,14.3,25.4,45.2,1,1,3,6,1,0,1
CUST-10322,Customer 323,+91-98765-10322,user323@example.com,South,Prepaid Unlimited,One Year,UPI/Credit Card,17,935.51,15366.18,891.4,878.2,865.2,22.0,21.7,21.4,5,5,5,1,0,0,0
CUST-10323,Customer 324,+91-98765-10323,user324@example.com,North,Postpaid Standard,Month-to-Month,UPI/Credit Card,35,1094.34,40142.71,224.5,406.4,735.7,25.2,45.6,82.5,1,1,1,4,0,0,1
CUST-10324,Customer 325,+91-98765-10324,user325@example.com,North,Postpaid Standard,Month-to-Month,Mailed Check,46,1007.2,44596.2,245.8,298.1,361.4,29.5,35.7,43.3,3,4,5,4,2,1,1
CUST-10325,Customer 326,+91-98765-10325,user326@example.com,North,Postpaid Standard,Month-to-Month,Electronic Check,42,806.24,36075.35,153.9,195.6,248.7,58.1,73.9,93.9,1,2,3,4,0,0,1
CUST-10326,Customer 327,+91-98765-10326,user327@example.com,East,Postpaid Premium,Month-to-Month,UPI/Credit Card,39,540.05,21461.93,350.2,570.4,929.3,35.9,58.4,95.2,1,1,3,3,1,1,0
CUST-10327,Customer 328,+91-98765-10327,user328@example.com,Central,Prepaid Basic,Month-to-Month,UPI/Credit Card,49,665.84,34543.88,199.5,309.7,480.8,6.6,10.2,15.9,1,1,3,5,2,2,1
CUST-10328,Customer 329,+91-98765-10328,user329@example.com,South,Prepaid Basic,One Year,Auto-Debit,62,928.4,63194.17,335.0,342.9,350.9,91.6,93.7,95.9,1,1,2,1,0,0,0
CUST-10329,Customer 330,+91-98765-10329,user330@example.com,South,Prepaid Basic,Month-to-Month,Electronic Check,38,1081.24,42559.34,235.4,351.1,523.8,18.0,26.8,40.0,2,3,5,5,1,1,1
CUST-10330,Customer 331,+91-98765-10330,user331@example.com,East,Prepaid Unlimited,One Year,Auto-Debit,23,1234.38,31144.36,865.6,895.3,926.1,62.1,64.2,66.4,4,4,5,2,1,1,0
CUST-10331,Customer 332,+91-98765-10331,user332@example.com,South,Postpaid Standard,Month-to-Month,Auto-Debit,22,1219.6,24302.82,214.7,310.2,448.4,4.0,5.7,8.3,1,1,1,5,2,1,1
CUST-10332,Customer 333,+91-98765-10332,user333@example.com,North,Prepaid Basic,Month-to-Month,Electronic Check,4,1466.23,5675.06,391.5,487.3,606.4,57.7,71.8,89.4,1,2,3,6,2,1,1
CUST-10333,Customer 334,+91-98765-10333,user334@example.com,Central,Postpaid Premium,One Year,Electronic Check,49,642.01,28991.22,800.6,811.6,822.7,64.2,65.1,66.0,2,2,3,1,1,0,0
CUST-10334,Customer 335,+91-98765-10334,user335@example.com,West,Prepaid Basic,Month-to-Month,Mailed Check,59,384.33,21597.5,149.8,269.3,484.4,20.4,36.8,66.1,1,2,4,3,1,0,1
CUST-10335,Customer 336,+91-98765-10335,user336@example.com,South,Postpaid Premium,Month-to-Month,Electronic Check,68,713.79,51827.49,325.3,317.7,310.2,95.1,92.9,90.7,4,4,4,1,1,0,0
CUST-10336,Customer 337,+91-98765-10336,user337@example.com,North,Prepaid Unlimited,One Year,UPI/Credit Card,71,1190.95,76648.34,986.4,990.7,995.1,52.8,53.1,53.3,1,1,2,1,1,1,0
CUST-10337,Customer 338,+91-98765-10337,user338@example.com,West,Prepaid Basic,Month-to-Month,Electronic Check,2,824.73,1656.12,644.3,786.8,960.9,29.5,36.0,44.0,3,4,5,6,2,2,1
CUST-10338,Customer 339,+91-98765-10338,user339@example.com,Central,Prepaid Unlimited,Month-to-Month,Mailed Check,49,1280.35,63579.44,292.8,501.5,859.1,29.8,51.0,87.3,1,1,1,7,2,1,1
CUST-10339,Customer 340,+91-98765-10339,user340@example.com,West,Prepaid Basic,Month-to-Month,Mailed Check,31,958.19,30067.18,388.9,528.9,719.5,40.8,55.5,75.5,1,1,1,6,2,2,1
CUST-10340,Customer 341,+91-98765-10340,user341@example.com,North,Prepaid Basic,Two Year,Mailed Check,40,1414.75,56310.41,343.7,354.4,365.4,89.6,92.3,95.2,2,2,3,0,0,0,0
CUST-10341,Customer 342,+91-98765-10341,user342@example.com,West,Prepaid Unlimited,One Year,Electronic Check,48,1436.44,72956.48,932.4,927.2,922.1,95.3,94.8,94.3,1,1,1,2,1,1,0
CUST-10342,Customer 343,+91-98765-10342,user343@example.com,East,Postpaid Standard,One Year,Electronic Check,51,382.17,18062.17,328.4,338.1,348.0,39.0,40.1,41.3,2,2,3,2,1,1,0
CUST-10343,Customer 344,+91-98765-10343,user344@example.com,West,Prepaid Unlimited,One Year,Auto-Debit,43,846.7,35028.79,772.4,796.2,820.7,44.7,46.1,47.5,4,4,5,0,0,0,0
CUST-10344,Customer 345,+91-98765-10344,user345@example.com,South,Prepaid Unlimited,Month-to-Month,Auto-Debit,55,1030.63,57996.63,339.8,561.1,926.4,10.7,17.7,29.3,1,1,1,7,2,1,1
CUST-10345,Customer 346,+91-98765-10345,user346@example.com,South,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,49,606.05,30830.57,628.7,635.7,642.7,66.3,67.1,67.8,2,2,3,3,3,2,0
CUST-10346,Customer 347,+91-98765-10346,user347@example.com,East,Postpaid Standard,One Year,Auto-Debit,57,787.49,44026.43,834.8,828.8,822.8,40.2,39.9,39.6,5,5,5,3,2,2,0
CUST-10347,Customer 348,+91-98765-10347,user348@example.com,North,Prepaid Basic,Month-to-Month,UPI/Credit Card,15,1112.22,17935.79,375.7,552.5,812.5,36.9,54.2,79.7,2,3,5,6,3,2,1
CUST-10348,Customer 349,+91-98765-10348,user349@example.com,South,Prepaid Unlimited,Month-to-Month,Mailed Check,27,571.08,15158.56,293.5,283.5,273.8,17.7,17.1,16.5,3,3,3,3,2,1,0
CUST-10349,Customer 350,+91-98765-10349,user350@example.com,Central,Prepaid Basic,Month-to-Month,Auto-Debit,68,1021.38,68103.33,486.7,584.1,701.1,11.2,13.4,16.1,2,2,3,5,2,1,1
CUST-10350,Customer 351,+91-98765-10350,user351@example.com,South,Prepaid Basic,Month-to-Month,Electronic Check,64,1135.94,65956.6,89.6,128.4,184.1,11.9,17.0,24.4,1,1,2,8,3,2,1
CUST-10351,Customer 352,+91-98765-10351,user352@example.com,South,Prepaid Unlimited,Two Year,Auto-Debit,30,407.6,12353.07,569.4,563.2,557.1,13.3,13.1,13.0,5,5,5,1,1,1,0
CUST-10352,Customer 353,+91-98765-10352,user353@example.com,North,Prepaid Basic,Month-to-Month,UPI/Credit Card,36,896.04,33603.74,91.3,149.8,246.0,23.7,38.9,63.9,1,1,3,7,3,2,1
CUST-10353,Customer 354,+91-98765-10353,user354@example.com,West,Prepaid Unlimited,Month-to-Month,Auto-Debit,67,614.7,38009.03,510.6,492.3,474.7,20.4,19.7,19.0,5,5,5,1,0,0,0
CUST-10354,Customer 355,+91-98765-10354,user355@example.com,South,Postpaid Standard,Month-to-Month,Mailed Check,49,1168.26,55017.15,396.8,580.7,849.7,9.4,13.8,20.2,1,1,1,7,3,2,1
CUST-10355,Customer 356,+91-98765-10355,user356@example.com,East,Prepaid Basic,Two Year,Electronic Check,55,526.47,30584.66,934.7,961.2,988.5,6.1,6.2,6.4,3,3,4,1,1,0,0
CUST-10356,Customer 357,+91-98765-10356,user357@example.com,West,Prepaid Unlimited,Month-to-Month,UPI/Credit Card,56,1369.69,74645.77,194.1,273.8,386.2,39.9,56.2,79.3,2,2,4,3,0,0,1
CUST-10357,Customer 358,+91-98765-10357,user358@example.com,Central,Prepaid Basic,Month-to-Month,Electronic Check,68,816.13,52628.79,379.8,468.9,578.8,53.9,66.6,82.2,1,2,3,2,0,0,1
CUST-10358,Customer 359,+91-98765-10358,user359@example.com,North,Postpaid Premium,One Year,Electronic Check,44,536.6,24423.55,607.6,583.4,560.2,22.1,21.2,20.4,3,3,3,3,3,2,0
CUST-10359,Customer 360,+91-98765-10359,user360@example.com,Central,Prepaid Unlimited,One Year,UPI/Credit Card,31,824.63,24013.15,908.5,933.4,959.0,71.3,73.3,75.3,4,4,5,4,3,2,0
CUST-10360,Customer 361,+91-98765-10360,user361@example.com,West,Postpaid Standard,Month-to-Month,Electronic Check,58,789.49,49413.84,534.9,532.8,530.7,46.6,46.4,46.2,3,3,3,1,1,1,0
CUST-10361,Customer 362,+91-98765-10361,user362@example.com,West,Prepaid Unlimited,Month-to-Month,Electronic Check,53,813.7,39724.3,337.4,496.0,729.2,12.9,18.9,27.8,2,3,5,6,2,1,1
CUST-10362,Customer 363,+91-98765-10362,user363@example.com,West,Prepaid Basic,Month-to-Month,Auto-Debit,23,1001.67,23990.13,379.1,593.7,929.6,26.1,40.9,64.0,1,1,3,5,0,0,1
CUST-10363,Customer 364,+91-98765-10363,user364@example.com,Central,Prepaid Unlimited,Month-to-Month,Electronic Check,28,924.41,25881.14,147.8,253.9,436.0,7.5,12.8,22.0,1,2,5,7,2,2,1
CUST-10364,Customer 365,+91-98765-10364,user365@example.com,West,Postpaid Premium,Month-to-Month,Electronic Check,16,478.73,8226.39,992.5,951.3,911.9,83.7,80.2,76.9,3,3,3,2,1,1,0
CUST-10365,Customer 366,+91-98765-10365,user366@example.com,Central,Prepaid Unlimited,Month-to-Month,Electronic Check,37,377.69,12929.78,951.3,938.4,925.7,9.8,9.6,9.5,2,2,2,2,2,1,0
CUST-10366,Customer 367,+91-98765-10366,user367@example.com,West,Postpaid Standard,Month-to-Month,Electronic Check,21,1174.3,25537.69,293.8,524.8,937.6,30.1,53.8,96.1,1,2,5,4,1,1,0
CUST-10367,Customer 368,+91-98765-10367,user368@example.com,East,Postpaid Standard,Month-to-Month,UPI/Credit Card,17,970.66,16739.02,152.3,228.7,343.4,5.2,7.9,11.8,1,1,2,7,2,2,1
CUST-10368,Customer 369,+91-98765-10368,user369@example.com,West,Prepaid Basic,One Year,Mailed Check,37,729.8,26895.08,431.1,445.5,460.3,56.2,58.1,60.0,1,1,2,2,2,1,0
CUST-10369,Customer 370,+91-98765-10369,user370@example.com,Central,Prepaid Basic,Two Year,Auto-Debit,19,1269.03,24070.13,917.7,900.4,883.4,94.2,92.4,90.7,2,2,2,0,0,0,0
CUST-10370,Customer 371,+91-98765-10370,user371@example.com,South,Prepaid Unlimited,One Year,Electronic Check,30,764.67,23958.53,456.0,439.3,423.2,6.6,6.3,6.1,2,2,2,3,3,2,0
CUST-10371,Customer 372,+91-98765-10371,user372@example.com,West,Prepaid Unlimited,Month-to-Month,Electronic Check,45,1254.16,61378.18,415.4,515.7,640.2,34.0,42.2,52.4,1,1,1,5,2,1,1
CUST-10372,Customer 373,+91-98765-10372,user373@example.com,South,Postpaid Standard,Month-to-Month,UPI/Credit Card,18,665.91,11006.5,212.0,209.1,206.2,39.4,38.8,38.3,4,4,4,1,1,1,0
CUST-10373,Customer 374,+91-98765-10373,user374@example.com,East,Postpaid Premium,Two Year,Mailed Check,62,386.41,21655.12,147.8,149.2,150.6,59.0,59.5,60.1,1,1,1,3,3,2,0
CUST-10374,Customer 375,+91-98765-10374,user375@example.com,North,Prepaid Unlimited,Month-to-Month,Electronic Check,36,1418.17,54175.62,141.9,258.5,470.8,8.0,14.5,26.4,1,1,3,5,2,1,1
CUST-10375,Customer 376,+91-98765-10375,user376@example.com,East,Prepaid Basic,Month-to-Month,UPI/Credit Card,52,772.46,37020.12,608.0,614.5,621.0,11.0,11.1,11.2,2,2,3,3,2,1,0
CUST-10376,Customer 377,+91-98765-10376,user377@example.com,West,Postpaid Standard,Month-to-Month,Auto-Debit,19,1250.23,26066.61,204.7,304.6,453.4,29.1,43.3,64.5,1,2,4,5,0,0,1
CUST-10377,Customer 378,+91-98765-10377,user378@example.com,South,Prepaid Basic,One Year,Auto-Debit,44,633.97,28560.52,570.8,594.9,620.0,41.1,42.8,44.6,3,3,4,3,2,2,0
CUST-10378,Customer 379,+91-98765-10378,user379@example.com,South,Postpaid Standard,One Year,Electronic Check,7,1074.64,7749.46,215.5,348.5,563.6,24.5,39.6,64.1,1,2,4,6,1,1,1
CUST-10379,Customer 380,+91-98765-10379,user380@example.com,Central,Prepaid Unlimited,Month-to-Month,Electronic Check,44,1346.97,55697.54,324.8,482.6,717.1,11.3,16.8,25.0,1,1,2,6,3,2,0
CUST-10380,Customer 381,+91-98765-10380,user381@example.com,South,Prepaid Unlimited,Month-to-Month,Mailed Check,68,348.97,22497.48,212.3,381.2,684.6,11.5,20.7,37.2,1,1,1,6,2,2,1
CUST-10381,Customer 382,+91-98765-10381,user382@example.com,Central,Prepaid Basic,Two Year,Mailed Check,34,1295.76,45459.9,477.6,479.7,481.8,57.9,58.1,58.4,2,2,3,1,0,0,0
CUST-10382,Customer 383,+91-98765-10382,user383@example.com,North,Prepaid Unlimited,Month-to-Month,Electronic Check,66,984.6,70308.7,321.4,393.8,482.5,40.8,50.0,61.3,1,1,1,3,1,0,0
CUST-10383,Customer 384,+91-98765-10383,user384@example.com,West,Prepaid Unlimited,One Year,UPI/Credit Card,69,1027.97,77773.12,211.1,218.8,226.7,37.6,39.0,40.4,1,1,1,2,2,2,0
CUST-10384,Customer 385,+91-98765-10384,user385@example.com,Central,Prepaid Unlimited,One Year,Mailed Check,55,926.79,47894.97,593.5,577.5,561.9,33.4,32.5,31.6,1,1,1,2,1,0,0
CUST-10385,Customer 386,+91-98765-10385,user386@example.com,North,Prepaid Basic,One Year,Electronic Check,10,1348.37,12497.02,219.2,371.2,628.5,10.8,18.3,31.0,1,2,4,3,0,0,1
CUST-10386,Customer 387,+91-98765-10386,user387@example.com,South,Postpaid Standard,Month-to-Month,Mailed Check,42,351.12,13438.69,559.4,543.9,528.8,22.9,22.2,21.6,4,4,4,3,2,1,0
CUST-10387,Customer 388,+91-98765-10387,user388@example.com,South,Postpaid Standard,Month-to-Month,Electronic Check,41,612.23,26950.39,426.2,409.3,393.1,38.9,37.4,35.9,3,3,3,2,1,0,0
CUST-10388,Customer 389,+91-98765-10388,user389@example.com,North,Prepaid Basic,Month-to-Month,Auto-Debit,69,1349.92,89320.24,381.7,534.9,749.5,12.2,17.1,23.9,1,2,3,5,1,0,1
CUST-10389,Customer 390,+91-98765-10389,user390@example.com,South,Prepaid Basic,Two Year,Electronic Check,10,1201.81,10820.65,155.9,161.5,167.2,60.8,63.0,65.2,2,2,3,3,2,1,0
CUST-10390,Customer 391,+91-98765-10390,user391@example.com,North,Prepaid Basic,Two Year,Auto-Debit,10,320.17,3024.85,892.3,907.5,923.0,57.1,58.1,59.1,1,1,1,1,1,1,0
CUST-10391,Customer 392,+91-98765-10391,user392@example.com,Central,Prepaid Unlimited,Month-to-Month,Mailed Check,60,919.41,53404.2,47.2,74.8,118.6,16.4,26.1,41.3,1,2,4,7,3,2,1
CUST-10392,Customer 393,+91-98765-10392,user393@example.com,Central,Prepaid Unlimited,Month-to-Month,Electronic Check,51,934.49,52338.97,426.6,641.9,966.1,15.9,23.9,36.0,1,1,2,4,1,0,1
CUST-10393,Customer 394,+91-98765-10393,user394@example.com,North,Prepaid Unlimited,Two Year,Mailed Check,21,780.06,16458.39,497.9,506.9,516.1,26.6,27.1,27.6,1,1,1,2,2,1,0
CUST-10394,Customer 395,+91-98765-10394,user395@example.com,Central,Prepaid Basic,One Year,Auto-Debit,8,655.87,4937.09,432.5,451.5,471.4,51.3,53.5,55.9,4,4,5,1,1,0,0
CUST-10395,Customer 396,+91-98765-10395,user396@example.com,Central,Prepaid Unlimited,Two Year,Electronic Check,65,1117.07,70210.8,338.5,334.6,330.8,94.4,93.4,92.3,1,1,1,4,3,2,0
CUST-10396,Customer 397,+91-98765-10396,user397@example.com,Central,Prepaid Unlimited,Month-to-Month,Mailed Check,30,548.35,15892.2,103.8,106.4,109.1,66.7,68.4,70.1,3,3,4,2,1,0,0
CUST-10397,Customer 398,+91-98765-10397,user398@example.com,East,Prepaid Unlimited,Month-to-Month,Auto-Debit,49,1257.74,55709.47,170.2,243.1,347.3,37.1,53.0,75.7,2,3,5,3,0,0,1
CUST-10398,Customer 399,+91-98765-10398,user399@example.com,West,Postpaid Premium,One Year,Mailed Check,9,1262.64,10534.62,72.4,119.9,198.5,30.8,50.9,84.3,1,1,1,3,1,0,1
CUST-10399,Customer 400,+91-98765-10399,user400@example.com,South,Prepaid Basic,One Year,UPI/Credit Card,17,797.31,14083.42,703.9,698.8,693.8,39.0,38.7,38.4,4,4,4,2,1,1,0
CUST-10400,Customer 401,+91-98765-10400,user401@example.com,East,Prepaid Unlimited,Month-to-Month,Auto-Debit,69,639.26,40758.87,420.0,403.3,387.2,11.9,11.5,11.0,4,4,4,2,2,1,0
CUST-10401,Customer 402,+91-98765-10401,user402@example.com,Central,Prepaid Unlimited,Month-to-Month,Auto-Debit,58,639.65,35101.76,773.6,782.0,790.5,62.7,63.4,64.1,1,1,2,4,3,2,0
CUST-10402,Customer 403,+91-98765-10402,user403@example.com,North,Prepaid Unlimited,Month-to-Month,Auto-Debit,57,877.75,48538.18,189.9,233.1,286.2,15.2,18.7,22.9,1,1,1,4,0,0,1
CUST-10403,Customer 404,+91-98765-10403,user404@example.com,Central,Postpaid Standard,Month-to-Month,Electronic Check,62,1162.5,75790.25,422.5,620.2,910.2,27.4,40.3,59.1,1,2,4,7,3,2,1
CUST-10404,Customer 405,+91-98765-10404,user405@example.com,West,Prepaid Unlimited,Month-to-Month,Electronic Check,52,729.64,38566.56,580.7,575.7,570.7,76.6,76.0,75.3,3,3,3,4,3,2,0
CUST-10405,Customer 406,+91-98765-10405,user406@example.com,Central,Postpaid Premium,Two Year,Electronic Check,61,1031.05,65271.44,207.8,205.4,203.1,81.2,80.3,79.4,4,4,4,1,1,1,0
CUST-10406,Customer 407,+91-98765-10406,user407@example.com,North,Prepaid Basic,Month-to-Month,UPI/Credit Card,40,757.98,30725.55,480.7,470.7,460.8,35.2,34.4,33.7,2,2,2,0,0,0,0
CUST-10407,Customer 408,+91-98765-10407,user408@example.com,West,Prepaid Basic,One Year,UPI/Credit Card,38,664.43,26175.42,308.0,296.8,286.1,57.8,55.7,53.7,4,4,4,1,0,0,0
CUST-10408,Customer 409,+91-98765-10408,user409@example.com,Central,Postpaid Standard,Month-to-Month,Auto-Debit,43,328.83,12733.76,256.7,267.9,279.7,58.7,61.3,64.0,1,1,1,3,2,2,0
CUST-10409,Customer 410,+91-98765-10409,user410@example.com,West,Prepaid Unlimited,One Year,UPI/Credit Card,63,303.7,20781.98,537.6,546.6,555.7,80.2,81.5,82.9,1,1,1,2,1,0,0
CUST-10410,Customer 411,+91-98765-10410,user411@example.com,South,Prepaid Basic,Two Year,Mailed Check,19,571.65,10016.16,690.3,697.5,704.7,75.7,76.5,77.3,4,4,5,1,1,1,0
CUST-10411,Customer 412,+91-98765-10411,user412@example.com,South,Prepaid Basic,Month-to-Month,Auto-Debit,50,786.69,38596.97,995.9,957.5,920.5,107.0,102.9,98.9,1,1,1,2,2,2,0
